Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Fix Version/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Defect),Outward issue link (Defect),Outward issue link (Defect),Outward issue link (Tests),Outward issue link (Tests),Custom field (Begin Date),Custom field (Conditions),Custom field (Cucumber Scenario),Custom field (Cucumber Test Type),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Generic Test Definition),Custom field (Manual Test Steps),Custom field (Manual Test Steps (Export)),Custom field (Pre-Condition Type),Custom field (Rank),Custom field (Requirement Status),Custom field (Revision),Custom field (Severity),Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps Count),Custom field (Story Points),Custom field (Test Count),Custom field (Test Environments),Custom field (Test Execution Defects),Custom field (Test Execution Defects),Custom field (Test Execution Defects),Custom field (Test Execution Defects),Custom field (Test Execution Defects),Custom field (Test Execution Status),Custom field (Test Plan Status),Custom field (Test Repository Path),Custom field (Test Set Status),Custom field (Test Sets association with a Test),Custom field (Test Type),Custom field (TestRunStatus),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set)
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-128),AD-772,22701,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,17-11-2020 06:44,17-11-2020 06:44,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009wf:,,,,,,,,,,,,Dev,,,,,,"PASS : 4(80.0%), FAIL : 1(20.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-127),AD-771,22514,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,10-11-2020 07:14,10-11-2020 07:14,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009vb:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-127),AD-770,22512,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,10-11-2020 07:11,10-11-2020 07:11,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009uv:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-126),AD-769,22509,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,10-11-2020 06:52,10-11-2020 06:52,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009u7:,,,,,,,,,,,,Dev,,,,,,"PASS : 1(50.0%), FAIL : 1(50.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-126),AD-768,22507,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,10-11-2020 06:50,10-11-2020 06:50,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009tr:,,,,,,,,,,,,Dev,,,,,,"PASS : 4(80.0%), FAIL : 1(20.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-125),AD-767,22504,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,10-11-2020 06:30,10-11-2020 06:30,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009t3:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-125),AD-766,22502,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,10-11-2020 06:27,10-11-2020 06:27,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009sn:,,,,,,,,,,,,Dev,,,,,,"PASS : 4(80.0%), FAIL : 1(20.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
story 10-11-20,AD-765,22500,Story,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,admin,admin,10-11-2020 05:20,27-01-2021 11:47,02-02-2021 11:34,,,,0,,,,story 10-11-20,,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009s7:,,,,AD Sprint 5,AD Sprint 6,AD Sprint 7,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defect-9-11-20-5_30pm,AD-764,22411,Bug,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,admin,admin,09-11-2020 11:14,27-01-2021 11:47,03-02-2021 04:37,,,,0,,,,,,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009rz:,,,,AD Sprint 6,AD Sprint 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-122),AD-763,22409,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,09-11-2020 10:25,09-11-2020 10:25,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009rj:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-122),AD-762,22407,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,09-11-2020 10:23,09-11-2020 10:23,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009r3:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-121),AD-761,22404,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,09-11-2020 09:42,09-11-2020 09:42,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009qf:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-121),AD-760,22402,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,09-11-2020 09:40,09-11-2020 09:40,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009pz:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
defect 09-11-2020,AD-759,22400,Bug,In Progress,AD,Addressbook,software,gopiprasanthp,,,Medium,,,admin,admin,09-11-2020 09:16,27-01-2021 11:47,03-02-2021 04:37,,,,0,,,,,,admin,,,,,,,,,,,AD-4,AD-3,,,,,,,,,,,,,,,,,,,,,[],,,0|i009pj:,,,,AD Sprint 5,AD Sprint 6,AD Sprint 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-120),AD-758,22308,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,06-11-2020 09:14,06-11-2020 09:14,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009of:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-120),AD-757,22306,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,06-11-2020 09:11,06-11-2020 09:11,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009nz:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-119),AD-756,22303,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,06-11-2020 07:53,06-11-2020 07:53,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009nb:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-119),AD-755,22301,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,06-11-2020 07:52,06-11-2020 07:52,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009mv:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-118),AD-754,22208,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,05-11-2020 12:36,05-11-2020 12:36,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009m7:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-118),AD-753,22206,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,05-11-2020 12:35,05-11-2020 12:35,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009lr:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-117),AD-752,22203,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,05-11-2020 12:21,05-11-2020 12:21,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009l3:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-117),AD-751,22201,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,05-11-2020 12:19,05-11-2020 12:19,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009kn:,,,,,,,,,,,,Dev,,,,,,"PASS : 4(80.0%), FAIL : 1(20.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
defect 05-11-2020,AD-750,22100,Bug,To Do,AD,Addressbook,software,gopiprasanthp,,,Highest,,,admin,admin,05-11-2020 10:16,27-01-2021 11:47,03-02-2021 04:37,,,,0,,,,,,admin,,,,,,,,,,,AD-4,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009k7:,,,,AD Sprint 5,AD Sprint 6,AD Sprint 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-116),AD-749,22008,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,29-10-2020 06:15,29-10-2020 06:15,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009jr:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-116),AD-748,22006,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,29-10-2020 06:13,29-10-2020 06:13,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009jb:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-115),AD-747,22003,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,29-10-2020 05:48,29-10-2020 05:48,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009in:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-115),AD-746,22001,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,29-10-2020 05:45,29-10-2020 05:45,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009i7:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-114),AD-745,21914,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,28-10-2020 06:58,28-10-2020 06:58,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009hb:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-114),AD-744,21912,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,28-10-2020 06:55,28-10-2020 06:55,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009gv:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-113),AD-743,21909,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,28-10-2020 06:32,28-10-2020 06:32,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009g7:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-113),AD-742,21907,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,28-10-2020 06:29,28-10-2020 06:29,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009fr:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Defect1 28-10-2020,AD-741,21905,Bug,Done,AD,Addressbook,software,gopiprasanthp,,,Medium,Done,,admin,admin,28-10-2020 05:47,27-01-2021 12:24,03-02-2021 04:37,27-01-2021 12:24,,,0,,,,,,admin,,,,,,,,,,,AD-3,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009fb:,,,,AD Sprint 5,AD Sprint 6,AD Sprint 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-112),AD-740,21838,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,22-10-2020 11:59,22-10-2020 11:59,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009dz:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-112),AD-739,21836,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,22-10-2020 11:57,22-10-2020 11:57,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009dj:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-109),AD-738,21833,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,22-10-2020 10:32,22-10-2020 10:32,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009cv:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-109),AD-737,21831,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,22-10-2020 10:30,22-10-2020 10:30,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009cf:,,,,,,,,,,,,Dev,,,,,,"PASS : 4(80.0%), FAIL : 1(20.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-107),AD-736,21828,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,22-10-2020 09:21,22-10-2020 09:21,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009br:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-107),AD-735,21826,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,22-10-2020 09:19,22-10-2020 09:19,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009bb:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook_new-Build Number-105),AD-734,21823,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,22-10-2020 08:56,22-10-2020 08:56,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i009an:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
